,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
28,0 days 01:46:58.702000,VER,1,0 days 00:01:35.793000,29.0,2.0,,,30.679,41.485,23.629,0 days 01:45:53.609000,0 days 01:46:35.094000,0 days 01:46:58.723000,234.0,258.0,279.0,,False,HARD,12.0,True,Red Bull Racing,0 days 01:45:22.909000,2024-03-02 15:49:05.340,1,1.0,False,,False,True,95.793,95.793
29,0 days 01:48:34.473000,VER,1,0 days 00:01:35.771000,30.0,2.0,,,30.657,41.47,23.644,0 days 01:47:29.380000,0 days 01:48:10.850000,0 days 01:48:34.494000,,254.0,279.0,294.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:46:58.702000,2024-03-02 15:50:41.133,1,1.0,False,,False,True,95.771,95.77099999999999
30,0 days 01:50:10.152000,VER,1,0 days 00:01:35.679000,31.0,2.0,,,30.635,41.435,23.609,0 days 01:49:05.129000,0 days 01:49:46.564000,0 days 01:50:10.173000,,260.0,279.0,295.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:48:34.473000,2024-03-02 15:52:16.904,1,1.0,False,,False,True,95.679,95.679
31,0 days 01:51:46.038000,VER,1,0 days 00:01:35.886000,32.0,2.0,,,30.669,41.519,23.698,0 days 01:50:40.842000,0 days 01:51:22.361000,0 days 01:51:46.059000,,260.0,279.0,296.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:50:10.152000,2024-03-02 15:53:52.583,1,1.0,False,,False,True,95.886,95.886
32,0 days 01:53:21.901000,VER,1,0 days 00:01:35.863000,33.0,2.0,,,30.69,41.459,23.714,0 days 01:52:16.749000,0 days 01:52:58.208000,0 days 01:53:21.922000,233.0,258.0,279.0,295.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:51:46.038000,2024-03-02 15:55:28.469,1,1.0,False,,False,True,95.863,95.863
33,0 days 01:54:58.034000,VER,1,0 days 00:01:36.133000,34.0,2.0,,,30.685,41.661,23.787,0 days 01:53:52.607000,0 days 01:54:34.268000,0 days 01:54:58.055000,,261.0,279.0,296.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:53:21.901000,2024-03-02 15:57:04.332,1,1.0,False,,False,True,96.133,96.13300000000001
34,0 days 01:56:34.052000,VER,1,0 days 00:01:36.018000,35.0,2.0,,,30.727,41.557,23.734,0 days 01:55:28.782000,0 days 01:56:10.339000,0 days 01:56:34.073000,234.0,260.0,279.0,295.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:54:58.034000,2024-03-02 15:58:40.465,1,1.0,False,,False,True,96.018,96.018
35,0 days 01:58:10.257000,VER,1,0 days 00:01:36.205000,36.0,2.0,,,30.794,41.561,23.85,0 days 01:57:04.867000,0 days 01:57:46.428000,0 days 01:58:10.278000,,263.0,280.0,297.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:56:34.052000,2024-03-02 16:00:16.483,1,1.0,False,,False,True,96.205,96.20500000000001
36,0 days 01:59:49.491000,VER,1,0 days 00:01:39.234000,37.0,2.0,,0 days 01:59:47.796000,30.877,41.634,26.723,0 days 01:58:41.155000,0 days 01:59:22.789000,0 days 01:59:49.512000,233.0,264.0,,,False,HARD,20.0,True,Red Bull Racing,0 days 01:58:10.257000,2024-03-02 16:01:52.688,1,1.0,False,,False,False,99.234,99.234
37,0 days 02:01:45.936000,VER,1,0 days 00:01:56.445000,38.0,3.0,0 days 02:00:12.014000,,51.526,41.562,23.357,0 days 02:00:41.038000,0 days 02:01:22.600000,0 days 02:01:45.957000,236.0,258.0,280.0,217.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:59:49.491000,2024-03-02 16:03:31.922,1,1.0,False,,False,False,116.445,116.445
38,0 days 02:03:18.544000,VER,1,0 days 00:01:32.608000,39.0,3.0,,,29.741,39.916,22.951,0 days 02:02:15.698000,0 days 02:02:55.614000,0 days 02:03:18.565000,239.0,265.0,281.0,299.0,True,SOFT,2.0,True,Red Bull Racing,0 days 02:01:45.936000,2024-03-02 16:05:28.367,1,1.0,False,,False,True,92.608,92.608
39,0 days 02:04:55.133000,VER,1,0 days 00:01:36.589000,40.0,3.0,,,31.014,42.023,23.552,0 days 02:03:49.579000,0 days 02:04:31.602000,0 days 02:04:55.154000,234.0,245.0,281.0,275.0,False,SOFT,3.0,True,Red Bull Racing,0 days 02:03:18.544000,2024-03-02 16:07:00.975,1,1.0,False,,False,True,96.589,96.589
40,0 days 02:06:30.423000,VER,1,0 days 00:01:35.290000,41.0,3.0,,,30.697,41.281,23.312,0 days 02:05:25.851000,0 days 02:06:07.132000,0 days 02:06:30.444000,237.0,252.0,281.0,292.0,False,SOFT,4.0,True,Red Bull Racing,0 days 02:04:55.133000,2024-03-02 16:08:37.564,1,1.0,False,,False,True,95.29,95.28999999999999
41,0 days 02:08:05.090000,VER,1,0 days 00:01:34.667000,42.0,3.0,,,30.477,40.996,23.194,0 days 02:07:00.921000,0 days 02:07:41.917000,0 days 02:08:05.111000,,261.0,281.0,294.0,False,SOFT,5.0,True,Red Bull Racing,0 days 02:06:30.423000,2024-03-02 16:10:12.854,1,1.0,False,,False,True,94.667,94.667
42,0 days 02:09:39.241000,VER,1,0 days 00:01:34.151000,43.0,3.0,,,30.132,40.772,23.247,0 days 02:08:35.243000,0 days 02:09:16.015000,0 days 02:09:39.262000,,261.0,281.0,296.0,False,SOFT,6.0,True,Red Bull Racing,0 days 02:08:05.090000,2024-03-02 16:11:47.521,1,1.0,False,,False,True,94.151,94.151
43,0 days 02:11:13.772000,VER,1,0 days 00:01:34.531000,44.0,3.0,,,30.348,40.805,23.378,0 days 02:10:09.610000,0 days 02:10:50.415000,0 days 02:11:13.793000,,264.0,281.0,293.0,False,SOFT,7.0,True,Red Bull Racing,0 days 02:09:39.241000,2024-03-02 16:13:21.672,1,1.0,False,,False,True,94.531,94.53099999999999
44,0 days 02:12:48.021000,VER,1,0 days 00:01:34.249000,45.0,3.0,,,30.18,40.825,23.244,0 days 02:11:43.973000,0 days 02:12:24.798000,0 days 02:12:48.042000,,260.0,281.0,295.0,False,SOFT,8.0,True,Red Bull Racing,0 days 02:11:13.772000,2024-03-02 16:14:56.203,1,1.0,False,,False,True,94.249,94.249
45,0 days 02:14:22.214000,VER,1,0 days 00:01:34.193000,46.0,3.0,,,30.301,40.682,23.21,0 days 02:13:18.343000,0 days 02:13:59.025000,0 days 02:14:22.235000,235.0,264.0,281.0,297.0,False,SOFT,9.0,True,Red Bull Racing,0 days 02:12:48.021000,2024-03-02 16:16:30.452,1,1.0,True,TRACK LIMITS AT TURN 4 LAP 46 ,False,True,94.193,94.19300000000001
46,0 days 02:15:56.453000,VER,1,0 days 00:01:34.239000,47.0,3.0,,,30.267,40.704,23.268,0 days 02:14:52.502000,0 days 02:15:33.206000,0 days 02:15:56.474000,,263.0,281.0,295.0,False,SOFT,10.0,True,Red Bull Racing,0 days 02:14:22.214000,2024-03-02 16:18:04.645,1,1.0,False,,False,True,94.239,94.239
47,0 days 02:17:30.803000,VER,1,0 days 00:01:34.350000,48.0,3.0,,,30.245,40.738,23.367,0 days 02:16:26.719000,0 days 02:17:07.457000,0 days 02:17:30.824000,,264.0,282.0,297.0,False,SOFT,11.0,True,Red Bull Racing,0 days 02:15:56.453000,2024-03-02 16:19:38.884,1,1.0,False,,False,True,94.35,94.35000000000001
48,0 days 02:19:05.206000,VER,1,0 days 00:01:34.403000,49.0,3.0,,,30.246,40.804,23.353,0 days 02:18:01.070000,0 days 02:18:41.874000,0 days 02:19:05.227000,,261.0,282.0,298.0,False,SOFT,12.0,True,Red Bull Racing,0 days 02:17:30.803000,2024-03-02 16:21:13.234,1,1.0,False,,False,True,94.403,94.40299999999999
49,0 days 02:20:39.989000,VER,1,0 days 00:01:34.783000,50.0,3.0,,,30.229,40.928,23.626,0 days 02:19:35.456000,0 days 02:20:16.384000,0 days 02:20:40.010000,236.0,265.0,289.0,,False,SOFT,13.0,True,Red Bull Racing,0 days 02:19:05.206000,2024-03-02 16:22:47.637,1,1.0,False,,False,True,94.783,94.783
50,0 days 02:22:14.329000,VER,1,0 days 00:01:34.340000,51.0,3.0,,,30.003,40.834,23.503,0 days 02:21:10.013000,0 days 02:21:50.847000,0 days 02:22:14.350000,,267.0,282.0,314.0,False,SOFT,14.0,True,Red Bull Racing,0 days 02:20:39.989000,2024-03-02 16:24:22.420,1,1.0,False,,False,True,94.34,94.34
51,0 days 02:23:49.235000,VER,1,0 days 00:01:34.906000,52.0,3.0,,,30.333,40.919,23.654,0 days 02:22:44.683000,0 days 02:23:25.602000,0 days 02:23:49.256000,235.0,266.0,284.0,299.0,False,SOFT,15.0,True,Red Bull Racing,0 days 02:22:14.329000,2024-03-02 16:25:56.760,1,1.0,False,,False,True,94.906,94.90599999999999
52,0 days 02:25:24.835000,VER,1,0 days 00:01:35.600000,53.0,3.0,,,30.528,41.382,23.69,0 days 02:24:19.784000,0 days 02:25:01.166000,0 days 02:25:24.856000,237.0,270.0,284.0,300.0,False,SOFT,16.0,True,Red Bull Racing,0 days 02:23:49.235000,2024-03-02 16:27:31.666,1,1.0,False,,False,True,95.6,95.6
53,0 days 02:27:00.169000,VER,1,0 days 00:01:35.334000,54.0,3.0,,,30.427,41.227,23.68,0 days 02:25:55.283000,0 days 02:26:36.510000,0 days 02:27:00.190000,236.0,270.0,283.0,301.0,False,SOFT,17.0,True,Red Bull Racing,0 days 02:25:24.835000,2024-03-02 16:29:07.266,1,1.0,False,,False,True,95.334,95.334
54,0 days 02:28:35.353000,VER,1,0 days 00:01:35.184000,55.0,3.0,,,30.493,41.22,23.471,0 days 02:27:30.683000,0 days 02:28:11.903000,0 days 02:28:35.374000,,267.0,281.0,296.0,False,SOFT,18.0,True,Red Bull Racing,0 days 02:27:00.169000,2024-03-02 16:30:42.600,1,1.0,False,,False,True,95.184,95.184
55,0 days 02:30:10.024000,VER,1,0 days 00:01:34.671000,56.0,3.0,,,30.256,40.87,23.545,0 days 02:29:05.630000,0 days 02:29:46.500000,0 days 02:30:10.045000,,267.0,281.0,297.0,False,SOFT,19.0,True,Red Bull Racing,0 days 02:28:35.353000,2024-03-02 16:32:17.784,1,1.0,False,,False,True,94.671,94.671
56,0 days 02:31:44.947000,VER,1,0 days 00:01:34.923000,57.0,3.0,,,30.384,40.91,23.629,0 days 02:30:40.429000,0 days 02:31:21.339000,0 days 02:31:44.968000,,267.0,275.0,296.0,False,SOFT,20.0,True,Red Bull Racing,0 days 02:30:10.024000,2024-03-02 16:33:52.455,1,1.0,False,,False,True,94.923,94.923
57,0 days 01:01:40.258000,PER,11,0 days 00:01:40.053000,1.0,1.0,,,,42.61,23.856,,0 days 01:01:16.543000,0 days 01:01:40.447000,229.0,256.0,278.0,259.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:59:59.911000,2024-03-02 15:03:42.342,12,4.0,False,,False,False,100.053,
58,0 days 01:03:16.799000,PER,11,0 days 00:01:36.541000,2.0,1.0,,,30.678,41.867,23.996,0 days 01:02:10.958000,0 days 01:02:52.825000,0 days 01:03:16.821000,234.0,257.0,285.0,302.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:01:40.258000,2024-03-02 15:05:22.689,1,4.0,False,,False,True,96.541,96.541
59,0 days 01:04:54.096000,PER,11,0 days 00:01:37.297000,3.0,1.0,,,30.596,42.478,24.223,0 days 01:03:47.417000,0 days 01:04:29.895000,0 days 01:04:54.118000,231.0,245.0,284.0,315.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:03:16.799000,2024-03-02 15:06:59.230,1,4.0,False,,False,True,97.297,97.297
60,0 days 01:06:31.818000,PER,11,0 days 00:01:37.722000,4.0,1.0,,,30.716,42.623,24.383,0 days 01:05:24.834000,0 days 01:06:07.457000,0 days 01:06:31.840000,233.0,246.0,283.0,314.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:04:54.096000,2024-03-02 15:08:36.527,1,4.0,False,,False,True,97.722,97.722
61,0 days 01:08:09.862000,PER,11,0 days 00:01:38.044000,5.0,1.0,,,30.997,42.754,24.293,0 days 01:07:02.837000,0 days 01:07:45.591000,0 days 01:08:09.884000,227.0,249.0,285.0,320.0,False,SOFT,8.0,False,Red Bull Racing,0 days 01:06:31.818000,2024-03-02 15:10:14.249,1,4.0,False,,False,True,98.044,98.04400000000001
62,0 days 01:09:47.685000,PER,11,0 days 00:01:37.823000,6.0,1.0,,,30.843,42.702,24.278,0 days 01:08:40.727000,0 days 01:09:23.429000,0 days 01:09:47.707000,226.0,249.0,285.0,,False,SOFT,9.0,False,Red Bull Racing,0 days 01:08:09.862000,2024-03-02 15:11:52.293,1,4.0,False,,False,True,97.823,97.82300000000001
63,0 days 01:11:25.506000,PER,11,0 days 00:01:37.821000,7.0,1.0,,,31.013,42.682,24.126,0 days 01:10:18.720000,0 days 01:11:01.402000,0 days 01:11:25.528000,232.0,259.0,278.0,316.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:09:47.685000,2024-03-02 15:13:30.116,1,3.0,False,,False,True,97.821,97.82100000000001
64,0 days 01:13:03.344000,PER,11,0 days 00:01:37.838000,8.0,1.0,,,31.305,42.428,24.105,0 days 01:11:56.833000,0 days 01:12:39.261000,0 days 01:13:03.366000,,261.0,278.0,302.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:11:25.506000,2024-03-02 15:15:07.937,1,3.0,False,,False,True,97.838,97.83800000000001
65,0 days 01:14:40.940000,PER,11,0 days 00:01:37.596000,9.0,1.0,,,31.145,42.395,24.056,0 days 01:13:34.511000,0 days 01:14:16.906000,0 days 01:14:40.962000,228.0,257.0,278.0,,False,SOFT,12.0,False,Red Bull Racing,0 days 01:13:03.344000,2024-03-02 15:16:45.775,1,3.0,False,,False,True,97.596,97.596
66,0 days 01:16:18.570000,PER,11,0 days 00:01:37.630000,10.0,1.0,,,31.178,42.322,24.13,0 days 01:15:12.140000,0 days 01:15:54.462000,0 days 01:16:18.592000,229.0,259.0,279.0,300.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:14:40.940000,2024-03-02 15:18:23.371,12,3.0,False,,False,True,97.63,97.63
67,0 days 01:17:56.406000,PER,11,0 days 00:01:37.836000,11.0,1.0,,,31.054,42.473,24.309,0 days 01:16:49.646000,0 days 01:17:32.119000,0 days 01:17:56.428000,233.0,258.0,282.0,,False,SOFT,14.0,False,Red Bull Racing,0 days 01:16:18.570000,2024-03-02 15:20:01.001,1,2.0,False,,False,True,97.836,97.836
68,0 days 01:19:36.683000,PER,11,0 days 00:01:40.277000,12.0,1.0,,0 days 01:19:34.991000,30.891,42.506,26.88,0 days 01:18:27.319000,0 days 01:19:09.825000,0 days 01:19:36.705000,228.0,257.0,,312.0,False,SOFT,15.0,False,Red Bull Racing,0 days 01:17:56.406000,2024-03-02 15:21:38.837,1,3.0,False,,False,False,100.277,100.27699999999999
69,0 days 01:21:34.307000,PER,11,0 days 00:01:57.624000,13.0,2.0,0 days 01:19:59.484000,,51.896,41.803,23.925,0 days 01:20:28.601000,0 days 01:21:10.404000,0 days 01:21:34.329000,231.0,260.0,288.0,217.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:19:36.683000,2024-03-02 15:23:19.114,1,8.0,False,,False,False,117.624,117.624
70,0 days 01:23:09.913000,PER,11,0 days 00:01:35.606000,14.0,2.0,,,30.063,41.855,23.688,0 days 01:22:04.392000,0 days 01:22:46.247000,0 days 01:23:09.935000,234.0,263.0,279.0,320.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:21:34.307000,2024-03-02 15:25:16.738,1,6.0,False,,False,True,95.606,95.606
71,0 days 01:24:46.728000,PER,11,0 days 00:01:36.815000,15.0,2.0,,,30.785,41.795,24.235,0 days 01:23:40.720000,0 days 01:24:22.515000,0 days 01:24:46.750000,229.0,255.0,283.0,299.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:23:09.913000,2024-03-02 15:26:52.344,1,3.0,False,,False,True,96.815,96.815
72,0 days 01:26:22.511000,PER,11,0 days 00:01:35.783000,16.0,2.0,,,30.569,41.558,23.656,0 days 01:25:17.319000,0 days 01:25:58.877000,0 days 01:26:22.533000,228.0,256.0,277.0,316.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:24:46.728000,2024-03-02 15:28:29.159,1,2.0,False,,False,True,95.783,95.78299999999999
73,0 days 01:27:58.965000,PER,11,0 days 00:01:36.454000,17.0,2.0,,,30.922,41.823,23.709,0 days 01:26:53.455000,0 days 01:27:35.278000,0 days 01:27:58.987000,,258.0,278.0,294.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:26:22.511000,2024-03-02 15:30:04.942,1,2.0,False,,False,True,96.454,96.45400000000001
